categoria,tempo_preparo,rendimento,ingredientes
aves,80MIN,12 porções,1/2 caixa de massa para lasanha 1 lata de creme de leite 1 vidro de requeijao de preferencia cremoso 400 g de queijo prato ou mussarela a gosto 300 g de presunto sem capa de gordura ou peito de peru defumado 1 lata de milho 1 tomate picado sem semente 1 cebola picada 1 pimentao alho a gosto 1 sache de tempero em po para frango 1 colher de margarina 1 xicara de extrato de tomate ou catchup 1 pacote de queijo ralado 1 tablete de caldo de frango ou tempero pronto em po oregano 3 colheres de azeite de oliva 1 colher de cha de pimenta-do-reino ou cominho 1 maco de coentro salsinha e cebolinha picadas peito sobrecoxa e coxa de frango desfiados sal a gosto
peixes-e-frutos-do-mar,45MIN,6 porções,1 kg de peixe badejo dentao robalo papaterra dourado namorado ou xerne 1 maco de coentro 1 maco de cebolinha verde 1 cebola media 3 dentes de alho 4 tomates pimenta malagueta azeite de oliva urucum oleo de soja
massas,20MIN,10 porções,1/2 kg de carne moida 1 pacote de macarrao parafuso 1 lata de molho de tomate tradicional 1 tablete de caldo de carne 1 tablete de caldo de tomate 1 lata de creme de leite
doces-e-sobremesas,40MIN,12 porções,creme branco 1 lata de leite condensado 800 ml de leite 200 g de coco ralado 1 e 1/2 colher sopa de amido de milho 1 pitada de sal cobertura 1 lata de creme de leite 12 colheres sopa de achocolatado
bolos-e-tortas-doces,15MIN,1 porção,600 g de morango 2 caixinhas 1 xicara cha de acucar 1 colher sobremesa  de suco de limao 5 cravos-da-india opcional 1 colher sobremesa  de amido de milho dissolvido em um pouquinho de agua
carnes,40MIN,6 porções,1 kg de peito de frango cortado em bifes 1 sache de extrato de tomate 1 copo de requeijao 1 lata de milho verde escorrida 400 g de mussarela cheiro-verde e pimenta-do-reino a gosto 2 colheres de manteiga
aves,60MIN,5 porções,5 batatas medias cozidas e descascadas 1 caixinha de creme de leite 1 peito de frango cozido e desfiado reserve a agua do cozimento 1 lata de milho verde 1/2 lata de palmito picado 2 tomates cortados sem pele e sementes cebola ralada a gosto 2 dentes de alho espremidos requeijao cremoso a gosto temperos a gosto pimenta sal etc
peixes-e-frutos-do-mar,25MIN,6 porções,500 g de file de peixe de sua preferencia sal 2 dentes de alho socados 3 ovos farinha de trigo oleo para fritar
massas,90MIN,8 porções,250 g de massa para lasanha 1 kg de camarao cinza fresco limpo 5 camaroes graudos inteiros e com casca 400 g queijo mussarela 50 g queijo parmesao fresco 400 ml de molho de tomate 1 cebola picada 1 tablete de caldo de camarao coentro azeite limao sal
doces-e-sobremesas,60MIN,6 porções,1 lata de abacaxi em calda  rodelas 1 lata de leite condensado 1 caixa de biscoito champagne 1 colher de sopa de maisena 2 latas de leite 1 pacote de coco ralado 2 ovos
bolos-e-tortas-doces,50MIN,10 porções,1 copo de fuba 1 copo de leite 1 copo de oleo 2 copos de acucar 1 colher de po royal 4 ovos 1 copo de farinha de trigo 2 colheres de erva-doce ou a gosto
carnes,50MIN,4 porções,1/2 kg de linguica toscana 1/2 kg de batata bolinha 1 pimentao grande cortado sal e pimenta a gosto manjericao a gosto 
aves,40MIN,8 porções,1 chester 1 colher sopa de alho 1 colher sopa de molho ingles 1 xicara cha de calda de laranja 2 cebolas inteiras 2 dentes de alho picados manteiga a gosto sal e pimenta-do-reino a gosto
peixes-e-frutos-do-mar,50MIN,40 porções,300 g de bacalhau dessalgado e desfiado 3 xicara cha de batatas cozidas e espremidas 1 colher sopa de farinha de trigo sal e pimenta-do-reino a gosto 3 ovos 2 colheres sopa de cheiro-verde picado oleo para fritar
massas,90MIN,20 porções,4 ovos 1/2 copo 125 ml de oleo 4 colheres sopa acucar 1 colher sopa rasa de sal 2 1/2 colheressopa de fermento instantaneo 2 copos 500 ml de leite morno 1 kg de farinha
doces-e-sobremesas,30MIN,1 porção,1 lata de leite condensado agua
bolos-e-tortas-doces,40MIN,10 porções,1 xicara de leite 1 xicara de oleo 2 ovos 2 xicaras de trigo 1 xicara de acucar 1 colher de sopa de fermento 1 xicara de chocolate em po
carnes,50MIN,5 porções,1/2 k patinho ou coxao mole cortado em cubos 3 medias batatas cortadas em 4 pedacos 2 cenouras cortadas em 6 pedacos 2 mandioquinhas cortadas em 4 pedacos 1 cebola media cortada em rodelas alho a gosto 1 colher de cafe cheia de sal salsa e cebolinha a gosto 1 colher de sopa de extrato de tomate ou 1 tomate batido 1 colher de manteiga
aves,90MIN,5 porções,10 coxas de frango com pele seara 20 fatias de bacon fino 2 por coxa 1 e 1/2 copos de requeijao 5 batatas grandes 1 pacote de queijo ralado 3 dentes de alho ralado 2 colheres de sopa de sal 1 cebola ralada pimenta-do-reino a gosto azeite
peixes-e-frutos-do-mar,50MIN,100 porções,15 kg de bacalhau 15 kg de batata 1 gema salsa picados a gosto cebolinha picados a gosto 1 dente de alho amassado 2 colheres sopa de farinha de mesa 5 colheres sopa de azeite sal a gosto papel toalha
massas,60MIN,30 porções,1 sache de fermento seco para paes ou 2 fermentos frescos 30 g 2 xicaras cha de leite morno 1 colher sopa de acucar 1/2 xicara cha de oleo 1 colher sopa de sal 1 ovo inteiro farinha de trigo ate que a massa solte das maos
doces-e-sobremesas,20MIN,20 porções,3 xicaras de farinha de trigo 3 ovos ligeiramente batidos 6 colheres de acucar 1/2 xicara de leite 1 pitada de sal 1 colher de sopa de fermento em po acucar e canela para polvilhar
bolos-e-tortas-doces,40MIN,0 porções,1 lata de leite condensado 1 lata de leite de vaca 3 gemas 1 pacote de coco ralado 1 colher sopa de maizena 2 copos de leite de vaca 2 colheres sopa de chocolate em po 2 colheres sopa de maizena acucar a gosto mais ou menos 5 colheres 3 claras em neve 5 colheres de acucar 1 lata de creme de leite sem soro
carnes,30MIN,8 porções,1 ovo 2 xicaras de leite 1 tablete de caldo de carne 2 xicaras bem cheias de farinha de trigo 2 colheres sopa de azeite 2 colheres sopa de queijo ralado 1/2 kg de carne moida temperada com vinagre 2 colheres sopa de azeite 2 dentes de alho 2 caldos de carne 2 tomates sem pele picados 1 pimenta vermelha inteira oregano salsinha a gosto molho de tomate queijo ralado
aves,60MIN,10 porções,1 kg de file de frango 1 colher cafe de oregano 1 sache de sazon para aves salsa picada a gosto alho amassado a gosto 1 cebola picada 1 caixa de creme de leite 3 colheres de sopa de mostarda salsa picada a gosto
peixes-e-frutos-do-mar,30MIN,4 porções,1 kg e 200 g camarao medio 1/2 xicara de oleo 10 dentes de alho sal a gosto
massas,40MIN,20 porções,1 pacote de massa para pastel 500 g de mussarela 500 g de presunto 2 latas de pomarola 1 lata de agua
doces-e-sobremesas,45MIN,0 porções,1 kg de morango 1 kg de acucar 2 colheres de cha de suco de limao
bolos-e-tortas-doces,50MIN,15 porções,2 cenouras medias 3 ovos 1/2 xicara de oleo 1 colher cha de fermento em po 2 xicaras de trigo 1 xicara de acucar 1 colher de margarina 1/2 lata de leite condensado 3 colheres de chocolate em po 1 xicara de leite
carnes,50MIN,5 porções,500 g de coxao mole cortado em bifes 1 cebola ralada 1 dente de alho amassado 1/2 xicara cha de oleo sal e pimenta-do-reino a gosto 1/2 colher sopa de tempero em po sabor umami opcional 1 colher sopa de salsinha picada 500 ml de agua quente 1/2 lata de massa de tomate 1 pimentao verde picado 1 tomate sem sementes picado 1 cenoura pequena picada oregano a gosto
aves,35MIN,4 porções,500 g de peito de frango cortado em cubos 400 g de abobora cabocha 1 copo de requeijao light 1 vidro de palmito ervas de provence a gosto  opcional sal a gosto 2 colheres de sopa de oleo 1 cebola media picada 3 dentes de alho picados
peixes-e-frutos-do-mar,20MIN,3 porções,400g de file de pescada ou qualquer peixe branco 3 gemas 3 limoes suco 1/2 cebola picada opcional 2 dentes de alho picados sal pimenta do reino cheiro verde
massas,30MIN,8 porções,2 e 1/2 xicaras de farinha de trigo 1 colher de sopa de fermento para pao 3/4 xicara de leite morno 1/4 xicara de oleo ou azeite 1 pitada de sal
doces-e-sobremesas,30MIN,10 porções,1 barra de 180 g de chocolate branco 1 caixinha de creme de leite 1 copo de 200 ml de leite 1 colher de sopa bem cheia de amido de milho 1 lata de leite condensado 5 colheres de sopa de achocolatado 1 colher de sobremesa de margarina 1 copo de 200 ml de leite 1 colher de sopa bem cheia de amido de milho 1 barra de 180 g de chocolate meio amargo 1 caixinha de creme de leite aproximadamente 1 copo de 200 ml de leite 1 1/2 pacotes de biscoito tipo maizena
bolos-e-tortas-doces,60MIN,6 porções,1 xicara de cenoura picada 3 ovos 1 xicara de acucar 1 xicara cha de oleo 1 colher sopa de fermento em po 1 e 1/2 xicara de farinha de trigo 1 lata de leite condensado 4 colheres sopa de chocolate em po 1 colher sopa de margarina
carnes,120MIN,4 porções,2 kg de costela de porco sal grosso pimenta do reino 80 g de acucar macavo 4 dentes de alho amassados 3 colheres de sopa de mostarda amarela tipo americana 80 ml de molho ingles 150 ml de molho de tomate peneirado
aves,20MIN,4 porções,300 g de peito de frango em cubos 4 tomates picados sem pele 1 cebola media picada 1 colher de sobremesa de azeite extravirgem 1 colher de sobremesa de alho picado ou moido 1 maco de cheiro-verde 1 tablete de caldo de frango sal a gosto
peixes-e-frutos-do-mar,60MIN,4 porções,1 kilo de lagosta ao natural ou de file de cabeca 10 dez dentes de alho grandes ou 2 duas colheres de pure de alho sal a gosto 1 uma colher de sopa de ervas variadas a gosto 2 duas cebolas picadas 1 um pimentao verde picado 1 um pimentao vermelho picado 4 quatro tomates maduros picados 4 quatro raminhos de coentro picados 1/2 xicara de azeite de oliva
massas,30MIN,20 porções,2 ovos 1 copo de leite 1/2 copo de agua 1 copo de trigo + 2 colheres 1 colher de margarina pitada de sal cebolinha ja seca em congelador em pote sem tampa oregano pimenta tudo sem exagero
doces-e-sobremesas,15MIN,10 porções,1 lata de leite condensado 4 colheres de nescau 2 colheres de mateiga
bolos-e-tortas-doces,35MIN,10 porções,3 ovos suco de 2 laranjas 1 xicara cha de oleo 2 xicaras cha de acucar 3 xicaras cha de farinha de trigo 1 colher sopa de fermento em po suco de 1 laranja 2 colheres de sopa de acucar
carnes,40MIN,5 porções,400 g de carne moida 10 batatas grandes cozidas 4 colheres de requeijao cremoso 2 colheres de margarina 1 lata molho de tomate 1 xicara de queijo mussarela ralado 1 ovo 2 xicaras de farinha de rosca 3 dentes alho 1 cebola sal pimenta-do-reino oregano alecrim
aves,0MIN,0 porções,1/2 kg de file de peito de frango 1 cebola picada 1 lata de creme de leite 300 ml de vinho branco seco cogumelos frescos 100 g de mussarela 1 colher de sopa de margarina suco de 1 limao sal e pimenta-do-reino branca a gosto
peixes-e-frutos-do-mar,40MIN,6 porções,15 kg de files de linguado 150 gramas de manteiga 1 copo de vinho branco farinha de trigo sal pimenta do reino tomilho
massas,20MIN,5 porções,1 pacote de talharim fresco 500 g 2 colheres de sopa de manteiga 150 g de queijo tipo gorgonzola 4 colheres de sopa de queijo tipo parmesao ralado 1 copo de requeijao cremoso 1 colher de sopa de queijo tipo provolone ralado 1 lata de creme de leite 1 xicara de cha de leite sal a gosto para o preparo da massa azeite a gosto para o preparo da massa pimenta do reino branca para o preparo do molho noz moscada para o preparo do molho
doces-e-sobremesas,30MIN,8 porções,2 caixas de morango 2 latas de leite condensado 1/2 medida da lata de leite condensado de leite 1 caixa de creme de leite 1 colher de sopa de conhaque opcional 2 barras de chocolate meio amargo garoto de 180 g 1 pacote de 100 g de coco ralado em flocos 1 tabletinho pequeno de chocolate branco chocolate granulado opcional
bolos-e-tortas-doces,30MIN,12 porções,1 copo de 350g de nutella 1 pacote de biscoito maisena 1 pote de sorvete ao gosto pessoal [no caso desta receita flocos] 170g de chocolate meio amargo 170ml de creme de leite
carnes,60MIN,6 porções,1 picanha inteira quanto menor mais macia batatas descascadas cozidas em agua com caldo de carne 1 xicara cha de vinho seco 1 xicara cafe de agua sal grosso alho desidratado pimenta a gosto oleo
aves,50MIN,10 porções,1 kg de file de frango 1 pacote de sopa de cebola 5 batatas media cortadas em rodelas finas 2 cebolas cortadas em rodelas finas 1 caixa de creme de leite 1 copo de requeijao 1/2 litro de leite mussarela a gosto sal a gosto margarina para untar
peixes-e-frutos-do-mar,0MIN,0 porções,1  1/2 kg de mexilhoes com casca 4 colheres sopa de azeite 2 colheres sopa de suco de limao 1 colher cafe de mostarda 1 cebola pequena picada 1 maco de cheiro verde picado sal e pimenta
massas,35MIN,4 porções,1 peito de frango grande cortado em cubos 4 alhos amassados 1/2 cebola creme de leite molho de tomate 1 caldo de galinha dissolvido em 1 copo e 1/2 de agua milho verde sal pimenta-do-reino a gosto salsinha
doces-e-sobremesas,60MIN,15 porções,2 pacotes de waffer ou 4 de bis 1 lata de leite condensado 1  1/2 lata leite condensado de leite de vaca 3 gemas 1 colher sopa cheia de amido de milho 1 colher sopa de margarina 10 gotas de essencia de baunilha 2 caixas de creme de leite 200 g cada 400g de chocolate meio amargo ou ao leite 3 claras em neve bem firme 3 colheres sopa de acucar refinado
bolos-e-tortas-doces,15MIN,28 porções,200 g de leite em po de qualquer marca 300 g de acucar de confeiteiro impalpavel 1 lata de leite condensado ate dar o ponto
carnes,15MIN,6 porções,500 g de file mignon tempero pronto alho e sal 1/2 lata de creme de leite 500 g queijo mussarela 500 g presunto oregano a gosto
aves,60MIN,5 porções,1 kg e 1/2 de frango cortado em pedacos 2 batatas grandes picadas em cubos medios pomarola maionese sazon para aves alho e sal
peixes-e-frutos-do-mar,20MIN,4 porções,4 files de peixe de carne branca 4 cogumelos secos 100 g de espinafre 300 g de tofu  1/2 colher cha de sal 4 colheres sopa de saque ou vinho branco seco 4 colheres sopa de suco de limao 4 colheres sopa de shoyu 4 colheres sopa de agua
massas,30MIN,5 porções,1 pacote de macarrao talharim 1 copo de requeijao 1 cubo de caldo de galinha 1 lata de molho pronto 300 g de presunto 300 g de mussarela 1 litro de agua fervida
doces-e-sobremesas,15MIN,14 porções,2 latas de milho verde de 300 g 1 e 1/2 xicaras de acucar 1 litro de leite 3 colheres sopa de amido de milho
bolos-e-tortas-doces,10MIN,0 porções,1 caixinha de creme de leite nestle 4 colheres de cha de acucar 7 colheres de sobremesa de nescau 1 colher de sopa bem cheia de margarina
carnes,90MIN,12 porções,1 kg de carne moida 150 g de creme de cebola 1 ovo salsinha picadinha a gosto 1 colher sopa de farinha de rosca 2 colheres sopa de farinha de linhaca pimenta-do-reino a gosto 150 g de queijo prato em pedacos finos para rechear
aves,50MIN,4 porções,1 kg de tulipas de frango 1/2 limao espremido farinha de trigo a gosto oleo a gosto sal a gosto pimenta a gosto realcador de sabor a gosto acafrao a gosto
peixes-e-frutos-do-mar,60MIN,4 porções,4 files de peixe linguado badejo cacao ou pescada amarela temperados com sal pimenta do reino e suco de limao 250 g de camaroes pequenos cozidos em agua e sal ou caldo de camarao em tablete e meio copo de vinho branco e escorridos molho branco 4 batatas cozidas em agua e sal inteiras e cortadas ao meio no sentido do comprimento queijo catupiri salsa a gosto
massas,60MIN,20 porções,2 colheres sopa de manteiga 1 copo de leite morno 15 g de fermento biologico 1 colher sopa de acucar 2 ovos 1 colher sobremesa rasa de sal farinha de trigo suficiente para amassar cerca de 1/2 kg 4 tomates maduros 100 g de azeitonas picadas 200 g de queijo prato 200 g de presunto 1 cebola picada 1 colher de oregano 2 gemas para pincelar
doces-e-sobremesas,40MIN,15 porções,300g de chocolate meio amargo copinhos de cafe descartaveis 1 lata de leite condensado chocolate em po 1 colher de sopa de manteiga
bolos-e-tortas-doces,50MIN,12 porções,2 xicaras de farinha de trigo 2 xicaras de nescau 1 xicara de acucar 1 colher de sopa cheia de fermento para bolo 1 xicara de oleo de soja 3 ovos inteiros 1 xicara de leite quente 1 lata de leite condensado 6 colheres de sopa de nescau 1 pacote de coco ralado opcional
carnes,90MIN,25 porções,1 quilo de mandioca 2 gemas 1 colher sopa de margarina cheiro-verde a gosto picadinho bem pequeno sal e pimenta-do-reino recheio 200 g de carne moida 1 cebola grande picadinha 2 dentes de alho amassados 200 g de mussarela ralada no ralo grosso cheiro-verde a gosto sal e pimenta a gosto ovos e farinha de rosca para empanar oleo para fritar
aves,80MIN,12 porções,50 g de fermento para pao 1 xicara cha de leite morno 1/2 xicara cha de oleo 1/2 colher sobremesa de acucar 1 colher cafe de sal 3 ovos 1 kg de farinha de trigo aproximadamente 12 hamburgueres bovino ou de frango rodelas de tomate requeijao cremoso gema para pincelar
